Company,Date,JobLoc,JobTitle,Qualifications,Salary,Text
Bleacher Report,4 days ago,NYC,Animation Designer (Temporary),,NA,"About Us:
Bleacher Report is the social voice of sports – creating and collaborating on the culture of sports for the next generation of fans. Our vision for making sports bigger than games has led to unmatched engagement. Bleacher Report also provides an industry-leading fan experience on mobile devices through it’s highly addictive app. Follow the action at bleacherreport.com and on Instagram and Twitter @BleacherReport.
About the Show:
The BR Animation team is looking for an animator for The Champions, a scripted comedic animated series featuring caricature versions of the players and managers of the Champions League. Episodes are approximately 4 minutes long and distributed on the BR app as well as Instagram, Twitter, Facebook, and YouTube.
About the Job:
The animation design role is responsible for bringing the animated world of The Champions to life. Animators work as part of a team in a traditional digital workflow in an exciting, creative, and fast-paced environment. This is a short-term temporary position.
About You:

2-5 years experience in 2D hand drawn animation in a professional setting

Fine Arts Bachelor's degree in animation or relevant work experience

Expert in Adobe Animate

Working knowledge of Adobe Photoshop and After Effects

World football knowledge a plus but not required

Works well with a team

Works well receiving constructive feedback

Remote position

Please include links to examples of your work in your application

Warner Media, LLC and its subsidiaries are equal opportunity employers. Qualified candidates will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.
This is a remote position."
SWA Group,4 days ago,NYC,Entry-Level Landscape Designer (0-3 years) – SWA/Balsley,,NA,"Introduction to SWA/Balsley:
Join SWA/Balsley to leverage your emerging design & technical expertise into growth and leadership opportunities beyond NYC and into domestic and international projects of all types and scales.
SWA/Balsley is actively seeking a creative, highly skilled Entry-Level Landscape Designer for immediate employment in the award-winning New York City Studio.
In this role, you will collaborate with studio leadership to support the execution of projects in New York City as well as nationally and internationally. This is a unique opportunity to help shape a new dynamic studio, develop a robust portfolio of built work of the highest design caliber, and additionally engage with SWA – the largest landscape architecture firm in the US with a unique ‘design-first' reputation.
SWA/Balsley offers a competitive benefit package including health, dental, life, long-term disability, 401k, profit sharing, and performance-based bonus. SWA is 100% Employee Owned. SWA/Balsley is an equal opportunity employer.
About the position:
SWA/Balsley is seeking an exceptionally competent and highly motivated entry level candidate with 0-3 years of professional experience. This is a promising opportunity for a recent graduate who aspires to contribute to and thrive within a studio practice that works both locally and internationally and is empowered by a collaborative and congenial office setting.
This role includes:
Design and design support with input and critiques at all project phases
3D modeling & rendering
Producing presentation graphics and presentations
Assisting in preparation of construction drawings/documents, specifications, and cost estimates
Attending and participating in meetings
Working with and learning from senior designers on a collaborative team
Why SWA/Balsley?
Grow with a new firm with a national design reputation.
SWA/Balsley places equal design value on all phases and facets of work.
Extraordinary growth potential within SWA/Balsley and the affiliate SWA Group.
Opportunities to cross-fertilize with SWA's eight other studios across the US and abroad.
Unparalleled benefits package unique to SWA Group including fully funded bonuses, profit sharing, employee stock ownership, full 401k match, generous health insurance, and H1B sponsorship in the U.S. where applicable.
COVID-19
SWA/Balsley is following all CDC, local, and state guidelines for COVID-19. At this time, our staff is partially remote and accessing the office as needed for project work to continue while following strict health and safety protocols.
Remote candidates will be considered, however, once COVID restrictions are lifted, it is anticipated that this role will require a physical presence in the NYC office.
Minimum Requirements:
Accredited Degree in Landscape Architecture
Strong problem solving, critical thinking, and analytical skills
Attention to detail and organization
Strong communication skills (written and verbal)
Effective time management skills
Positive attitude and sense of accountability
Proficiency in:
o AutoCAD 2014+
o Adobe Creative Suite (Illustrator, InDesign, Photoshop, esp.)
o Microsoft Office
o 3D modeling (Rhino preferred)
Preferred Qualifications:
Lumion
Revit
Grasshopper
ArcMap/ ArcGIS
Hand sketching
Apply:
Portfolio (PDF, 20MB max.)
Resume/CV (Word or PDF)
Contact info for 2-3 references
Cover letter
We will carefully consider your application during our initial screening and will contact you if you are selected for an interview by video-conference."
Watson Salembier,4 days ago,NYC,Landscape Designer,,$15 an hour,"Watson Salembier is seeking a Full-Time Junior Landscape / Urban Designer to join our New York office. Candidates should be committed to a 4 days/per week (currently remote) work schedule.Watson Salembier, founded by Julia Watson & Marie Salembier, is a New York landscape and urban design studio. The studio specializes in rewilding — an untaming of design using biodiversity as a building block for designing new symbioses between people and place. Watson Salembier imagines a revision of urbanism towards radical localism informed by indigenous cultures & inspired by nature-based practices, planting techniques & technologies. With careers built in practice complemented by unique expertise, Watson Salembier offers the full spectrum of design services.Julia Watson is a designer, author and academic teaching at Columbia University, and a the preeminent expert on indigenous cultures and nature-based technologies. Her recent book published with Taschen, Lo—TEK, Design by Radical Indigenism, is an award-winning bestseller. As a horticulturist, landscape designer and educator, Marie is an international expert in biophilic planting design, who teaches sustainable planting design at the New York botanical garden and is currently writing a book on sensory relationships between people and the planted environment.We’re looking for a highly motivated candidate who shares Watson Salembier’s values and collaborative spirit, to work on a diverse variety of design projects in the private and public realm.Responsibilities include:Informing projects with design ideas.Preparing renderings & visual communication graphics for presentations.Preparation of design development documents.Hands-on experience with active projects and promotional work tasks.The candidate will:Have previous professional experience of 1+ years in a landscape design practice.Be comfortable working independently in a fast-paced, collaborative and interdisciplinary environment.Possess exceptional design skills with the ability to think at multiple scales and demonstrate design innovation and creativity.Possess exceptional visual representation skills.Have the ability to clearly articulate design concepts, processes, and solutions via verbal and written communication, as well as outstanding graphic representationsBring a positive attitude and spirit to the team.Be proficient in: AutoCAD, GIS, 3D Modeling and Rendering, Adobe Creative Suite (InDesign, Photoshop & Illustrator), and Microsoft Word (Word, Excel & PowerPoint)Job Type: PermanentJob Types: Part-time, InternshipPay: $15.00 per hourWork Location:Fully RemoteCompany's website:www.watsonsalembier.comCOVID-19 Precaution(s):Remote interview process"
Dell Technologies,4 days ago,NYC,Technical Writer,,NA,"Technical Writer
Location: Remote
It takes a team with a wide range of talents to create ground-breaking products. Our Proposal Management team within Professional Services has the expertise to bring the process together. We support the opportunity lifecycle from development through to contracting, acting as the primary liaison between the customer and the financial support organizations. RPF tenders, customer business case analysis, total cost of ownership modelling – we take it all in our stride.
Join us to do the best work of your career and make a profound social impact as a Technical Writer on our North America Sales Team team.
What you’ll achieve
The successful candidate will providing expert technical writing services to facilitate the generation of customer-specific proposals and marketing brochures for data-center and other complex solutions.
As a Technical Writer, you will interact with Dell sales teams and various technical experts to interpret customer business requirements and then produce proposal/marketing verbiage that articulates how the requirements intersect with Dell solutions and benefits.
You will:Work closely with the Dell sales and technical teams to understand potential solutions as they are designed and proposed for customer requirementsProduce customer-facing proposal and marketing verbiage that clearly marries the customer requirements with Dell designed solutionsApprove final content before it is sent to Marketing for publishing of final customer-facing documentAttend technical training to maintain up to date knowledge on the latest Dell enterprise technical solutions (servers, storage, networking, cloud services and infrastructure, enterprise business transformation, intrinsic security, etc).
Take the first step towards your dream career
Every Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:

Essential RequirementsUnderstanding of server, storage, data-center, and other complex enterprise technical solutions offered by Dell (servers, storage, networking, cloud services and infrastructure, enterprise business transformation, intrinsic security, etc).Ability to work closely with multiple sales teams and a wide variety of technical subject matter experts.Bachelor’s Degree required along with 10+ years of relevant experience with technical background in related IT field.Must have the ability to obtain and maintain a U.S. Government personnel security clearance.
Desirable Requirements Strong organizational skills to meet tight deadlines.Expert knowledge of Microsoft Office - Word, Excel, Power Point, and Adobe.
Here’s our story; now tell us yours
Dell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We’re proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.

What’s most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life - while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.

We started with computers, but we didn’t stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the data era. Join us and become a part of what’s next in technology, starting today.

You can also learn more about us by reading our latest Diversity and Inclusion Report and our plan to make the world a better place by 2030 here.

Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Equal Employment Opportunity Policy here.
Job ID: R085269"
PCMag,4 days ago,NYC,Product Designer - Ziff Media Group,,NA,"For more than 35 years, PCMag has been the leading authority on technology buying, delivering independent reviews of more than 2,000 products per year. Our product and news coverage spans various areas of consumer and business tech, including computers, mobile, software and security.
ZMG is looking for a Product Designer to help lead the direction of the PCMag brand. The Product team is a collection of product managers and designers that are both analytical and creative. We believe that investing in the customer experience is the key to growing our business. As a Senior Product Manager, you will work alongside our product managers, engineers and stakeholders to ideate, prototype, build, and deliver a best-in-class user experience.
Responsibilities
As a Product Designer, you will stay with projects from start to finish. You can deliver design solutions while also demonstrating a well-rounded sense of business skills ranging from project management to business analysis. Your approach is rooted in mobile-first design systems. Your methods are agile and scale well. You contribute to the teams around you through mentorship and sharing user-centered methods of problem solving.
Product Discovery & Definition
Build understanding of our business and empathy for the people that use our products. Be able to lead user interviews, stakeholder interviews, design discovery sessions, competitive research, visual design explorations, strategic analysis and contribute to technical feasibility
Product Design
Define features and functions. Product designers determine the right deliverables based on the needs of the project. These include design comps, functional prototypes, etc.
Product Development
You will be the product design lead throughout development. It’s your responsibility to work closely with developers and collaborate on development progress to protect design intent and ensure product quality. Typically in parallel with development, you will update pattern libraries and visual design systems as a companion to the code.
Product Outcomes
You will be the product design lead working with teams to gather data on the outcomes of what we design and build. You will be able to drive conversations around engagement and conversion and use that knowledge to determine next steps.
Throughout the Project
You’ll be responsible for the product vision from start to finish. You will keep stakeholder, customer, product and business goals at the forefront of your conversations and work throughout the lifecycle of a project. You must have a strong point of view on what you are designing and you must be able to clearly articulate the goals – its objectives, who it’s for, why it matters – and be able to share your view and back it up with data. Representing and speaking for design decisions will mean presenting both internally and to stakeholders.
Qualifications
3-5 years of professional experience as a Product Designer
Expert level product designer with extensive and demonstrated expertise in visual hierarchy, layout, user research and information architecture
Displays an expert level understanding of user-centered design methodologies and a willingness to help and mentor those around them.
Expert in current design tools like Figma and old school tools like whiteboards or pencil and paper
Strong ability to prioritize competing opportunities, experience needs with business priorities and manage scope/time/value tradeoffs effectively
Excellent relationship management skills and an ability to drive consensus quickly, across a broad organization
Passion for tech products a plus
Benefits
Healthcare, vision, and dental plans, with generous contributions from the company
Pre-Tax Flexible healthcare spending account (FSA), Dependent Care FSA and Commuter Benefits
Flexible Paid Time Off
Position is NYC or Austin based, but offices are currently 100% remote with potential for future WFH flexibility
Generous 401(k) Matching
Employee stock purchase plan
Fitness Membership Reimbursement ($300)
Generous paid parental leave
Life and disability insurance
Pre-Tax Flexible healthcare spending account (FSA), Dependent Care FSA and Commuter Benefits
Employee referral bonuses
About Us
Ziff Media Group (ZMG), is a subsidiary of J2 Global, Inc., is a leading global digital-media company operating in three core verticals: Technology, Gaming, and Shopping. Its brands – PCMag, Mashable, RetailMeNot, Speedtest, ExtremeTech, IGN, AskMen, Offers.com, TechBargains, emedia and Salesify – produce and distribute premium content across multiple platforms and devices. ZMG delivers advertising, performance marketing, data services and licensing solutions to thousands of clients worldwide. ZMG publishes in 26 languages and successfully partners with local publishing operators across 115 countries.

#PCMag
#LI-MG1"
INVAR Technologies,4 days ago,NYC,Technical Project Manager - MSP Experienced,Bachelor's (Preferred),"$70,000 - $90,000 a year","INVAR Technologies is a Managed IT Services and Cloud Migration provider.We are looking for a full time project manager with experience in Managed IT Services industry.Technical Project Manager Role Description:- Owns the professional services seat in the organization- Lead, Manage, Hold Accountable for project team- Lead Client On-boarding- Developing project work plans- Facilitate daily stand up meetings with project team- Provide weekly status updates for each project- Work with project stakeholders and project team to identify risks and develop mitigation strategies for each- Initiate and manage change order approvalsResponsibilities Include:- Develop project work plans- Facilitate daily stand up meetings with project team- Provide weekly status updates for each project- Work with project stakeholders and project team to identify risks and develop mitigation strategies for each- Own and manage project management tool- Oversee implementation and development of projects and ensure customer satisfaction.- Act as the final point of accountability for ensuring quality, timely and on budget delivery of projects- Manage a team of engineers, consultants and sub-contractors to ensure efficiency and completion of project objectives and deliverables- Maintain awareness of the clients’ needs and project parameters so that implementation activities do not interfere with business operations- Forecast and prepare reports on financial aspects of current and future projects.- Be accountable for proper documentation of new environments, official transition & handoff to support teamPersonal Skills- Self-motivated and high level of enthusiasm- Excellent written and verbal communication skills- Strong analytical and writing skills- Take a personal interest in, and responsibility for quality of work delivered- Ability to pay close attention to detail while multitasking- Ability to quickly learn new technologies and adapt to rapid changes- Appreciate technology and interest in learningKey Performance Indicators- On time project delivery (delta for #days)- On budget project delivery (delta for $)- Minimize scope creep (actual vs/ budget)- Ensuring project meet business objectivesJob Type: Full-timePay: $70,000.00 - $90,000.00 per yearSchedule:8 hour shiftMonday to FridayEducation:Bachelor's (Preferred)Work Location:One locationWork Remotely:Yes"
The Tanning Spot,4 days ago,NYC,Digital Marketing Intern,Master's (Preferred)Digital Marketing: 1 year (Preferred)Marketing: 1 year (Preferred),$10 - $19 an hour,"Hello! I am a serial entrepreneur and I have 3 business I am working on. I'm looking to bring someone on the help with SEO, Google Ads, FB, Insta Etc. I need it all.If the job is done well, I have no problem in going into a profit sharing agreement.Job Types: Full-time, Part-time, Contract, Temporary, InternshipPay: $10.00 - $19.00 per hourSchedule:Day shiftSupplemental Pay:Bonus payEducation:Master's (Preferred)Experience:Digital Marketing: 1 year (Preferred)Marketing: 1 year (Preferred)Contract Length:5 - 6 monthsContract Renewal:PossibleWork Remotely:YesCOVID-19 Precaution(s):Remote interview processPersonal protective equipment provided or requiredTemperature screeningsSocial distancing guidelines in placeSanitizing, disinfecting, or cleaning procedures in place"
Carbon Black,4 days ago,NYC,"Engineering Program Manager - Threat Research - Opportunity for Working Remotely New York, NY",,NA,"Engineering Program Manager – Threat Research
Carbon Black is now part of VMware! As a standalone company, Carbon Black established itself as a leader in the endpoint security space. The product portfolio includes the rapidly growing Carbon Black Cloud platform that delivers next-generation endpoint protection capabilities from the cloud. Our software protects customers from small to medium businesses all the way through 34 of the fortune 100 with over 18,000 customers worldwide.
As an Engineering Program Manager (EPM), you will work to promote a culture of agility, operational rigor, visibility, accountability, and data-informed decisions. You will responsible for coordinating execution across many functional teams to execute the product roadmap. You will partner with business leaders to drive transformation that result in greater organizational effectiveness and efficiency.
As an Engineering Program Manager for Threat Research, you will additionally work with the Threat Research (TAU) team to focus and coordinate product roadmap across all other engineering teams in the SBU to increase our overall security efficacy.
Responsibilities for this role include:
Driving cross functional programs through the full project / program lifecycle with visible results to deliver capabilities and value to customers
Information driven management of execution, risks and dependencies
Ability to connect the dots between functions and processes in terms of broader business implications, including tactical, strategic, and enterprise dependencies, with an awareness of the up/downstream requirements Partnering very closely with counterpart EPMs, Engineering and PM leadership
Providing clear, concise, and insightful communication to the team, executives, and a diverse set of stakeholders
Defining program reviews to provide feedback and requirements for future projects
Required Qualifications:
BA/BS minimum
5+ years’ experience in leading/managing large scale software product projects
2+ years’ experience with agile development practices and product life cycle experience
Program/project portfolio management experience, managing a portfolio at a business unit or corporate level
Very well versed with collaboration tools, Jira, Confluence
Background in threat detection and overall security domain knowledge

Category : Business Strategy and Operations
Subcategory: Program Management
Experience: Manager and Professional
Full Time/ Part Time: Full Time
Posted Date: 2021-01-29
VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape what’s possible today at http://careers.vmware.com.

Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law."
Pura Energia,4 days ago,NYC,Programa de Referidos Solares,"Experience:Prospectando clientes. Generando Leads. Telemarketing., 3 years (Required)","$25,000 - $50,000 a year","We offer photovoltaic systems for residential customers. We are looking for professionals who need an additional income who wish to enter our Solar Referral Program. The program consists in that the participant must obtain the prospective clients interested in acquiring the photovoltaic systems and our sales personnel are in charge of making the presentation and the sale. You will be paid a commission per referral.Benefits:-$1,000 for each photovoltaic system installed-Flexible schedule: 10-19 hours-Full Commission-Virtual or Face-to-face-Can escalate in the company to other sales positionsWe are operating remotely during the pandemic and we have plans to continue in the same way. Interested candidates must send us their resume, certificate of good conduct and a photo ID to be evaluated. Only have 10 available spaces for the Solar Program.---------‐------------------------------------------------Ofrecemos sistemas fotovoltaicos para clientes residenciales. Estamos buscando profesionales que necesiten un ingreso adicional que deseen entrar en nuestro Programa de Referidos Solar.El programa consiste en que el participante debe conseguir los clientes prospectos interesados en adquirir los sistemas fotovoltaicos y nuestro personal de ventas se encarga de hacer la presentación y la venta. Se le va a pagar una comisión por venta.Beneficios:- $1,000 por cada cliente referido instalado-Horario Flexible-A tiempo parcial - 10 a 19 horas-Comisión-Virtual o Presencial-Puede escalar en la compañía a otras posiciones de ventaEstamos operando de manera remota durante la pandemia y tenemos planes de continuar de la misma manera. Candidatos interesados deben enviarnos su resumé, certificado de buena conducta y una identificación con foto para ser evaluados. Tenemos espacios disponibles para solo 10 personas.Job Types: Part-time, Contract, CommissionSalary: $25,000.00 - $50,000.00 per yearCOVID-19 considerations:Trabajamos 100% online. Hacemos las entrevistas y presentaciones de manera remota.Experience:Prospectando clientes. Generando Leads. Telemarketing.: 3 years (Required)Contract Length:VariesCommission Only:YesWork Location:Fully RemoteBenefits:Work from homeFlexible scheduleProfessional development assistanceSchedule:OtherWork Remotely:Yes"
Matthew Alexander Fitness,4 days ago,NYC,Marketing Intern,High school or equivalent (Required)Fluent English (Required)Marketing: 1 year (Preferred),NA,"Hello, and thank you for taking the time to view this job posting! My name is Matthew Alexander, and I am a fitness professional, an advocate for people with disabilities, and in direct sales. As you can tell already, I have a lot on my plate handling three jobs! I want to give you experience, so that you can go out and have a better chance at the job of your dreams! I unfortunately do not have the money to pay right now, so I am willing to give you a letter of reference to a future employer, and/or write a letter of reference to give you college credit if you shall desire. But the main thing is, I will expose you to what it's like to make a difference in people's lives, teach you about sales (to be a good marketing person, you need to be able to sell products), and teach you about the fitness industry as a whole. And, as you prove yourself, you can potentially grow into a personal assistant role if you shall choose.On the day to day side of things, I really need help with content writing and graphic design. You will need to create content that people are interested in, and design posts for the appropriate content. Then, you will create a content calendar for the week, and tell me what to post and what day. I try to post at least 3-4 times a week if possible not to overwhelm everyone, but I will work with you if you have a better idea. And, I want you to feel respected. If you have any ideas that I am missing, I want you to feel comfortable telling me, so that I will have engagement on my posts and I will get the best leads for me!In order to complete this job, you will need a high school diploma or a GED, and a college student from the United States or Canada would be preferred. And, people with disabilities in the United States and Canada are encouraged to apply as well! Also, you need a computer (Mac or PC is fine) with high speed internet connection, Google Chrome or Firefox, and access to an email and cell phone. A smartphone would be preferred if you want to do work on the go. Also, I am requiring that the person I hire speak fluent English. I will also give preference to candidates who are bi-lingual as well.Some benefits to this job include that you can work whenever you want! I understand that you have a life, and I don't want my job taking that over. As long as you get done what is asked of you, I don't have an issue of when you work. And, you will be in an environment where you feel respected, and that you can have a voice!Thank you so much! I hope to see your application in my inbox!Job Types: Part-time, InternshipPay: $0.00 per hourBenefits:Flexible scheduleCOVID-19 considerations:All work will be done from home, so it is your responsibility to ensure that you are making sure that your work environment is clean and that you are following proper precautions for your state.Education:High school or equivalent (Required)Experience:Marketing: 1 year (Preferred)Language:Fluent English (Required)Work Location:Fully RemoteHours per week:10-19This Job Is:A “Fair Chance” job (you or the employer follow Fair Chance hiring practices when performing background checks)A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or moreOpen to applicants who do not have a college diplomaA job for which people with disabilities are encouraged to applyCompany's website:matthewaofficial.siteBenefit Conditions:Waiting period may applyCOVID-19 Precaution(s):Remote interview processVirtual meetings"
Boom Sports,4 days ago,NYC,Product Manager,Product management: 3 years (Required)US work authorization (Required),NA,"Who we are: Boom Sports is a premium technology company whose mission is to become the premier game developer and technology partner for the online gaming era. Boom Sports partners with NBC, PENN National Gaming, GOLF.com, and other top-tier brands to create world-class free-to-play and real-money games.What we’re looking for: A passionate, product-minded, sports/gaming enthusiast to bring new products to life. Ideally, some experience with mobile app development, account management, and/or project management in growing startups, and definitely a combination of personal integrity, resourcefulness, and extraordinary communication.What you will do: Work closely with our partners to understand their needs and conceive of new products while collaborating with our product team to document requirements and prioritize work. Success will be a function of your ability to think critically and creatively, manage expectations effectively, and own the business outcomes of our products.Job Responsibilities: Gather requirements from clients and internal stakeholdersCreate annotations and detailed documentation to assist product developmentAssist in developing road mapsLiaise with partners, engineers, analytics, and design teamCommunicate design decisions quickly and effectivelyAssist in providing milestones and adhering to schedulesImprove internal and external processesRequired Qualifications: 3+ years in a Product Management positionA strong interest and passion for sports or gamingComfort operating in an agile development frameworkUnderstanding of timeline driven developmentSuperior time-management and project management skillsOutstanding people management skillsA fantastic instinct for design and product decisionsA resolution oriented approachStakeholder or client management experienceExceptional attention to detailCandor, integrity, and a collegial approach to workPreferred Qualifications: Proven track record of having developed a mobile app or mobile game app with 100K or more monthly active usersExperience in gaming is a plusExperience in improving products based on data-driven user experienceExperience working in a highly motivated fast-paced environmentJob Type: Full-timeBenefits:Dental insuranceHealth insurancePaid time offVision insuranceSchedule:Monday to FridayCOVID-19 considerations:Work from home.Experience:Product management: 3 years (Required)working with Developers and Engineers: 3 years (Preferred)Work Location:Fully RemoteVisa Sponsorship Potentially Available:No: Not providing sponsorship for this jobThis Company Describes Its Culture as:Detail-oriented -- quality and precision-focusedInnovative -- innovative and risk-takingOutcome-oriented -- results-focused with strong performance culturePeople-oriented -- supportive and fairness-focusedCompany's website:https://www.boomfantasy.com/Benefit Conditions:Only full-time employees eligibleCOVID-19 Precaution(s):Remote interview process"
Cultural Productions,4 days ago,NYC,Social Media Manager,Spanish (Required)Adobe Illustrator: 1 year (Preferred)Adobe Photoshop: 1 year (Preferred)Chinese (Preferred)US work authorization (Preferred),"$45,000 - $65,000 a year","We are looking for an experienced, passionate and creative Social Media Manager to join our team. As a Social Media Manager you will be responsible for developing and implementing our Social Media strategy in order to increase our client’s online presence and improve our marketing and reach efforts.Social Media Manager duties and responsibilitiesDevelop, implement and manage our social media strategyDefine most important social media KPIsManage and oversee social media contentMeasure the success of every social media campaignStay up to date with latest social media best practices and technologiesWork with team to ensure content is informative and appealingMonitor SEO and user engagement and suggest content optimizationCommunicate with our community and target audiences via social media to create a strong networkSpanish Speakers strongly encouraged to applySocial Media Manager requirements and qualifications3 years of experience as a Social Media Specialist or similar roleSocial Media Strategist using social media for brand awareness and impressionsExcellent knowledge of Facebook, Twitter, LinkedIn, Pinterest, Instagram, Google+ and other social media best practicesUnderstanding of SEO and web traffic metricsExperience with doing audience and buyer persona researchGood understanding of social media KPIsExcellent multitasking skillsCritical thinker and problem-solving skillsTeam playerGood time-management skillsGreat interpersonal, presentation and communication skillsRelated keywords: social media, social media manager, marketing, social media marketingJob Types: Full-time, ContractPay: $45,000.00 - $65,000.00 per yearExperience:Adobe Illustrator: 1 year (Preferred)Adobe Photoshop: 1 year (Preferred)Language:Spanish (Required)Chinese (Preferred)Contract Length:More than 1 yearContract Renewal:LikelyWork Location:Fully RemoteCOVID-19 Precaution(s):Remote interview processVirtual meetings"
3D Smile,4 days ago,NYC,Operations Manager,Bachelor's (Preferred)Accounting: 3 years (Preferred)Russian (Preferred),"$55,000 - $70,000 a year","3D Smile is a developer and a manufacturer of orthodontic aligners. 3D Smile was founded in 2014 and is ranked among the top Russian start-ups by Forbes.We provide clear aligners to orthodontists. Our innovative products are based on our clinical experience and cutting edge technologies (AI, math algorithms, and 3D printing), which reduces time of orthodontic treatment 30% faster than traditional aligners. Aligners is the fastest growing area in a rapidly growing dental industry.We are launching sales in the US and looking for an Operations Manager.MissionThe mission for the Operations Manager is to set up and run operations in 2021.Essential Duties and Responsibilities Reporting to the СEO, the Operations Manager will be responsible for the following essential duties:Work directly with contract manufacturers to ensure timely and high quality product delivery to customersAnalyze process workflow, employee and space requirements and equipment layout; implement changesWork directly with lawyers, CPA and management as needed.Responsible for customer documentation, bookkeeping and invoicingOrganize meetings and managing databasesOrganize company events or conferencesDeal with correspondence, complaints and queriesManage office budgetsOrganize onboarding for new employeesEnsure that health and safety policies are up to dateAssist the organization's HR function by keeping personnel records up to date and arranging interviews.Qualifications and ExperienceBilingual (Russian) preferred.Minimum 3-4 years of accounting, operations and administrative experience.Candidates with office-based work in dental labs are preferred.Excellent written and verbal communication skills in English.Excellent interpersonal and time management skills.CompetenciesReliability and discretion: you will often learn of confidential mattersCommunication, negotiation and relationship-building skillsOrganizational & problem-solving skillsLeadership and the ability to ‘make things happen’Budgeting skills & attention to detailYou will be based in 3D Smile USA office in Manhattan NY.Job Type: Full-timePay: $55,000.00 - $70,000.00 per yearBenefits:Dental insuranceFlexible scheduleHealth insurancePaid time offSchedule:8 hour shiftMonday to FridaySupplemental Pay:Bonus payEducation:Bachelor's (Preferred)Experience:Accounting: 3 years (Preferred)Language:Russian (Preferred)This Job Is:A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or moreA job for which all ages, including older job seekers, are encouraged to applyCompany's website:www.3dpredict.comBenefit Conditions:Waiting period may applyOnly full-time employees eligibleWork Remotely:YesCOVID-19 Precaution(s):Remote interview processPersonal protective equipment provided or requiredTemperature screeningsSocial distancing guidelines in placeVirtual meetingsSanitizing, disinfecting, or cleaning procedures in place"
AUSA INTERNATIONAL,4 days ago,NYC,AP computer science tutor,,$35 - $55 an hour,"Programming and AP Computer Science Tutors1 vs 1 tutoring for high school students with their AP CSMust have experience beforepassion about teaching, be patient to studentsHigh hourly payPrefer bilingual in ChineseJob Types: Part-time, ContractPay: $35.00 - $55.00 per hourSchedule:OvertimeSupplemental Pay:Bonus payCommission paySigning bonusContract Length:1 yearContract Renewal:LikelyWork Location:Fully RemoteHours per week:10-19This Company Describes Its Culture as:Stable -- traditional, stable, strong processesThis Job Is:A “Fair Chance” job (you or the employer follow Fair Chance hiring practices when performing background checks)Company's website:https://www.ausaconsult.com/COVID-19 Precaution(s):Remote interview process"
